Cactus	Cactaceae	https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Various_Cactaceae.jpg/330px-Various_Cactaceae.jpg	scientific
Fougère	Nephrolepis exaltata	https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/NephrolepisExaltata.jpg/330px-NephrolepisExaltata.jpg	scientific
Spathiphyllum	Spathiphyllum wallisii	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Spathiphyllum_wallisii_a3.jpg/330px-Spathiphyllum_wallisii_a3.jpg	scientific
Dracaena	Dracaena marginata	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Dracaena_marginata_IndoorPlant_0605k.jpg/330px-Dracaena_marginata_IndoorPlant_0605k.jpg	scientific
Calathea	Calathea	https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Calathea_crotalifera_11zz.jpg/330px-Calathea_crotalifera_11zz.jpg	scientific
Yucca	Yucca elephantipes	https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Yucca_gigantea_-_Jard%C3%ADn_Bot%C3%A1nico_Canario_Viera_y_Clavijo_-_Gran_Canaria.jpg/330px-Yucca_gigantea_-_Jard%C3%ADn_Bot%C3%A1nico_Canario_Viera_y_Clavijo_-_Gran_Canaria.jpg	scientific
Sansevieria	Dracaena trifasciata	https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Snake_plant.jpg/330px-Snake_plant.jpg	scientific
Philodendron	Philodendron	https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Philodendron_giganteum01.jpg/330px-Philodendron_giganteum01.jpg	scientific
Palmier d'intérieur	Chamaedorea elegans	https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Chamaedorea_elegans_Mart.JPG/330px-Chamaedorea_elegans_Mart.JPG	scientific
Caoutchouc	Ficus elastica	https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Ficus_elastica_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-206.jpg/330px-Ficus_elastica_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-206.jpg	scientific
Anthurium	Anthurium andraeanum	https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/AnthuriumAndraenum2.jpg/330px-AnthuriumAndraenum2.jpg	scientific
Bégonia	Begonia	https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Begonia_scharffii.jpg/330px-Begonia_scharffii.jpg	scientific
Hibiscus	Hibiscus rosa-sinensis	https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Hibiscus_rosa-sinensis_flower_2.JPG/330px-Hibiscus_rosa-sinensis_flower_2.JPG	scientific
